ID;Name;City;Address;Post code;District;Live Date;Client access hours
RCNM0J34;Agadent;Warszawa;ul. Zawiszy 16A;01-167;Mazowieckie;20.01.2016;00:00 - 23:59
RCNM0J35;Global Finance Group;Warszawa;ul. Pełczyńskiego 32 lok.7;01-471;Mazowieckie;21.12.2015;00:00 - 23:59
RCNM0J71;Lewiatan;Warszawa;al. Stanów Zjednoczonych 72;04-036;Mazowieckie;21.12.2015;00:00 - 23:59
RCNM0J74;Błękitne Centrum;Legionowo;ul. Piłsudskiego 31;05-120;Mazowieckie;22.12.2015;10:00 - 19:00
RCNM0L08;Bacówka;Pruszków;ul. Ołówkowa 1D lok. 96;05-810;Mazowieckie;28.01.2016;00:00 - 23:59
RCNM0L17;BP Stacja Paliw;Warszawa;ul. Górczewska 159;01-459;Mazowieckie;27.01.2016;00:00 - 23:59
RCNM0M01;Galeria Wołomin;Wołomin;ul. Geodetów 2;05-200;Mazowieckie;05.10.2016;09:00 - 21:00
RCNM0M02;Galeria Wołomin;Wołomin;ul. Geodetów 2;05-200;Mazowieckie;05.10.2016;09:00 - 21:00
RCNM0M03;Galeria Wołomin;Wołomin;ul. Geodetów 2;05-200;Mazowieckie;05.10.2016;09:00 - 21:00
RCNM0M27;Piekarnia Otrębusy;Warszawa;ul. Kasprzaka 24;02-211;Mazowieckie;15.03.2016;00:00 - 23:59
RCNM0M31;Top Market;Łomianki;ul. Warszawska 264;05-092;Mazowieckie;24.03.2016;00:00 - 23:59
RCNM0M74;Sklep Olewnik;Pruszków;al. Wojska Polskiego 25;05-800;Mazowieckie;13.04.2016;00:00 - 23:59
RCNM0M76;Warsaw Spire, budynek A;Warszawa;pl. Europejski 6;00-844;Mazowieckie;07.07.2016;00:00 - 23:59
RCNM0N17;Punkt STS;Warszawa;ul. Żelazna 40;00-830;Mazowieckie;27.04.2016;00:00 - 23:59
RCNM0N41;Lodziarnia;Warszawa;ul. Wrzeciono 2 lok. U 12;01-961;Mazowieckie;10.05.2016;00:00 - 23:59
RCNM0N52;Api Market;Warszawa;ul. Wojciechowskiego 44;02-495;Mazowieckie;28.07.2016;00:00 - 23:59
RCNM0N53;Api Market;Warszawa;ul. Fasolowa 17;02-482;Mazowieckie;28.09.2016;00:00 - 23:59
RCNM0N92;Delikatesy Centrum;Warszawa;ul. Jana Kazimierza 21;01-248;Mazowieckie;29.06.2016;00:00 - 23:59
RCNM0N93;Stokrotka;Warszawa;ul. Daniłowskiego 2/4;01-833;Mazowieckie;09.06.2016;00:00 - 23:59
RCNM0N94;CH Szembeka;Warszawa;ul. Zamieniecka 80;04-158;Mazowieckie;06.06.2016;07:00 - 19:00
RCNM0P09;DH MAXIM;Legionowo;ul. Siwińskiego 2;05-120;Mazowieckie;05.09.2016;10:00 - 21:00
RCNM0P12;Api Market;Brwinów;ul. Biskupicka 6;05-840;Mazowieckie;07.09.2016;00:00 - 23:59
RCNM0P17;Salon Fryzjerski;Wołomin;ul. Armii Krajowej 64;05-200;Mazowieckie;07.10.2016;00:00 - 23:59
RCNM0P37;Przy Targowisku Wyszków;Wyszków;ul. Dworcowa 9;07-200;Mazowieckie;18.01.2017;00:00 - 23:59
RCNM0Q47;Delikatesy K&M;Warszawa;ul. Patriotów 193/195;04-858;Mazowieckie;28.09.2016;07:00 - 21:00
RCNM0Q99;Sklep Spożywczy;Warszawa;ul. Chmielna 27/31;00-021;Mazowieckie;31.08.2016;00:00 - 23:59
RCNM0T24;Api Market;Nieporęt;ul. Butryma 3;05-126;Mazowieckie;05.10.2016;00:00 - 23:59
RCNM0T34;Stokrotka;Warszawa;ul. Skarbka z Gór 15;03-287;Mazowieckie;11.10.2016;00:00 - 23:59
RCNM0T35;Stokrotka;Warszawa;ul. Rozłogi 16;01-310;Mazowieckie;10.10.2016;00:00 - 23:59
RCNM0T62;Księgarnia Prus;Warszawa;ul. Krakowskie Przedmieście 7;00-068;Mazowieckie;29.11.2016;00:00 - 23:59
RCNM0T76;Rezydencja Warszawska;Piastów;ul. Warszawska 43;05-820;Mazowieckie;26.01.2017;07:00 - 22:00
RCNM0U02;Hop Stop;Siedlce;ul. Partyzantów 14;08-110;Mazowieckie;08.04.2019;00:00 - 23:59
RCNM0U03;HopStop;Warszawa;ul. Pociskowa 4;04-481;Mazowieckie;07.11.2017;00:00 - 23:59
RCNM0U23;Przy Netto;Legionowo;ul. Krasińskiego 72;05-120;Mazowieckie;04.01.2017;00:00 - 23:59
RCNM0U30;Park Handlowy Topaz;Sokołów Podlaski;ul. Węgrowska 3;26-110;Mazowieckie;28.03.2017;00:00 - 23:59
RCNM0U31;Centrum Handlowe Gondola;Legionowo;ul. Piłsudskiego 31C;05-120;Mazowieckie;16.01.2017;08:00 - 21:00
RCNM0V33;Tesco;Warszawa;ul. Górczewska 218;01-460;Mazowieckie;11.07.2017;00:00 - 23:59
RCNM0Y65;Kaufland;Wyszków;ul. Centralna 2;07-200;Mazowieckie;26.01.2018;07:00 - 22:00
RCNM0Z55;King Cross;Warszawa;ul. Jubilerska 1/3;04-190;Mazowieckie;13.08.2018;09:00 - 21:00
RCNM0Z67;BP Stacja Paliw;Płońsk;ul. Warszawska 59;09-100;Mazowieckie;21.03.2018;00:00 - 23:59
RCNM0Z76;Salon Fryzjerski Barbara;Warszawa;ul. Światowida 63;03-144;Mazowieckie;05.03.2018;00:00 - 23:59
RCNM0Z79;Biedronka;Legionowo;ul. Reymonta 15a;05-120;Mazowieckie;05.02.2018;07:00 - 21:00
RCNN0004;CH Wileńska;Warszawa;ul. Targowa 72;03-734;Mazowieckie;24.10.2019;09:00 - 21:00
RCNN0007;Blue City;Warszawa;al. Jerozolimskie 179;02-222;Mazowieckie;04.03.2019;09:00 - 22:00
RCNN0008;Atrium Reduta;Warszawa;al. Jerozolimskie 148;02-326;Mazowieckie;05.03.2019;09:00 - 21:00
RCNN0027;CH MARINO;Wrocław;ul. Paprotna 7;51-117;Dolnośląskie;04.04.2019;09:00 - 20:00
RCNN0028;Warsaw Ptak Expo;Nadarzyn;al. Katowicka 62, Hala A.;05-830;Mazowieckie;07.03.2019;08:00 - 17:00
RCNN0031;CH M1;Kraków;al. Pokoju 67;31-564;Małopolskie;10.10.2018;09:00 - 21:00
RCNN0036;CH Krokus;Kraków;ul. gen. Bora-Komorowskiego 37;31-876;Małopolskie;18.10.2018;09:00 - 21:00
RCNN0038;Galeria Plaza;Kraków;al. Pokoju 44;31-564;Małopolskie;10.10.2018;10:00 - 21:00
RCNN0040;Galeria Dominikańska;Wrocław;pl. Dominikański 3;50-159;Dolnośląskie;04.04.2019;09:30 - 21:00
RCNN0049;CH Silesia;Katowice;ul. Chorzowska 107;40-101;Śląskie;17.10.2018;09:00 - 21:00
RCNN0056;Galeria Krakowska;Kraków;ul. Pawia 5;31-154;Małopolskie;15.10.2018;09:00 - 22:00
RCNN0058;Auchan;Olsztyn;ul. Gen. Sikorskiego 2b;10-088;Warmińsko-Mazurskie;14.11.2018;08:00 - 22:00
RCNN0061;CH M1;Łódź;ul. Brzezińska 27/29;92-103;Łódzkie;24.10.2018;08:00 - 22:00
RCNN0063;CH M1;Czeladź;ul. Będzińska 80;41-250;Śląskie;11.10.2018;08:00 - 21:00
RCNN0064;Domus;Szczecin;ul. Emilli Gierczak 24/25;70-825;Zachodniopomorskie;14.11.2018;07:00 - 21:00
RCNN0068;Galeria Twierdza;Zamość;ul. Przemysłowa 10;22-400;Lubelskie;30.10.2018;09:00 - 21:00
RCNN0070;CH Land;Warszawa;ul. Wałbrzyska 11;02-739;Mazowieckie;14.03.2019;10:00 - 21:00
RCNN0079;Atrium Płock;Płock;ul. Przemysłowa 1;09-400;Mazowieckie;25.10.2018;09:00 - 21:00
RCNN0080;CH Manufaktura;Łódź;ul. Drewnowska 58;91-002;Łódzkie;23.10.2018;10:00 - 22:00
RCNN0095;CH Zana;Lublin;ul. T. Zana 19;20-601;Lubelskie;25.10.2018;09:00 - 22:00
RCNN0100;Futura Park Kraków;Modlniczka k.Krakowa;ul. Prof. A. Rożańskiego 32;32-085;Małopolskie;12.10.2018;10:00 - 21:00
RCNN0118;Poczta Polska;Warszawa;ul. Belgradzka 42;02-793;Mazowieckie;15.03.2019;00:00 - 23:59
RCNN0120;Galeria Victoria;Wałbrzych;ul. 1 Maja 64;58-300;Dolnośląskie;09.11.2018;08:00 - 22:00
RCNN0123;KEN Center (E.Leclerc);Warszawa;ul. Ciszewskiego 15;02-777;Mazowieckie;08.03.2019;08:00 - 21:00
RCNN0124;Atrium Promenada;Warszawa;ul. Ostrobramska 75c;04-175;Mazowieckie;11.10.2018;06:00 - 23:00
RCNN0126;Galeria Świdnicka;Świdnica Śląska;ul. Westerplatte 29;58-100;Dolnośląskie;07.11.2018;09:00 - 21:00
RCNN0127;CH Skorosze;Warszawa;ul. Sławoja-Składkowskiego 4;02-497;Mazowieckie;08.03.2019;10:00 - 21:00
RCNN0129;Auchan;Warszawa;al. Krakowska 61;02-183;Mazowieckie;07.03.2019;09:00 - 22:00
RCNN0130;CH Renoma;Wrocław;ul. Świdnicka 40;50-024;Dolnośląskie;04.04.2019;09:00 - 21:00
RCNN0133;NoVa Park;Gorzów Wielkopolski;ul. Przemysłowa 2;66-400;Lubuskie;06.11.2018;09:00 - 21:00
RCNN0136;Designer Outlet Warszawa;Piaseczno;ul. Puławska 42e;05-500;Mazowieckie;05.03.2019;10:00 - 22:00
RCNN0142;Galeria Venus;Świdnik k. Lublina;ul. Wyszyńskiego 17;21-040;Lubelskie;08.11.2018;06:30 - 22:00
RCNN0144;Sky Tower;Wrocław;ul. Powstańców Śląskich 95;53-332;Dolnośląskie;08.11.2018;09:00 - 21:00
RCNN0145;CH Arkady Wrocławskie;Wrocław;ul. Powstańców Śląskich 2-4;53-333;Dolnośląskie;08.04.2019;09:00 - 21:00
RCNN0150;CH Plaza;Lublin;ul. Lipowa 13;20-020;Lubelskie;24.10.2018;09:00 - 21:00
RCNN0151;Rynek Bałucki;Łódź;ul. Bałucki Rynek 1;02-449;Łódzkie;25.10.2018;07:00 - 19:00
RCNN0154;Sadyba Best Mall;Warszawa;ul. Powsińska 31;02-903;Mazowieckie;13.03.2019;10:00 - 21:00
RCNN0163;CH Manhattan;Olsztyn;pl. Pułaskiego 7;10-514;Warmińsko-Mazurskie;13.11.2018;10:00 - 18:00
RCNN0164;Centrum H&B;Olsztyn;ul. Wilczyńskiego 25e;10-686;Warmińsko-Mazurskie;13.11.2018;09:00 - 19:00
RCNN0166;Galeria Aura;Olsztyn;al. Piłsudskiego 16;10-576;Warmińsko-Mazurskie;14.11.2018;09:00 - 21:00
RCNN0168;Galeria Piastów;Legnica;ul. NMP 9;59-220;Dolnośląskie;09.11.2018;09:30 - 21:00
RCNN0169;CH Janki;Janki k. Warszawy;ul. Mszczonowska 3;05-090;Mazowieckie;04.03.2019;09:00 - 21:00
RCNN0175;Ferio Gaj;Wrocław;ul. Świeradowska 51-57;50-559;Dolnośląskie;19.11.2018;08:00 - 22:30
RCNN0181;Galeria Kociewska;Tczew;ul. Pomorska 1;83-110;Pomorskie;09.11.2018;09:00 - 21:00
RCNN0182;Wrocław Fashion Outlet;Wrocław;ul. Graniczna 2;54-610;Dolnośląskie;08.04.2019;10:00 - 21:00
RCNN0183;Galeria Askana;Gorzów Wielkopolski;al. Konstytucji 3 Maja 102;66-400;Lubuskie;06.11.2018;09:00 - 21:00
RCNN0194;Auchan;Legnica;ul. R. Schumana 11;59-220;Dolnośląskie;08.11.2018;08:00 - 21:00
RCNN0196;Factory Outlet;Warszawa;pl. Czerwca 1976 6;02-495;Mazowieckie;06.03.2019;10:00 - 21:00
RCNN0197;Auchan;Wałbrzych;ul. Wieniawskiego 19;58-306;Dolnośląskie;09.11.2018;08:30 - 22:00
RCNN0206;Tesco;Świdnica Śląska;ul. Strzegomska 2;58-100;Dolnośląskie;08.11.2018;06:00 - 23:59
RCNN0215;CH Czyżyny;Kraków;ul. Medweckiego 2;31-870;Małopolskie;19.10.2018;09:00 - 21:00
RCNN0216;Targowisko Fort;Warszawa;al. Lotników 1;02-668;Mazowieckie;07.03.2019;00:00 - 23:59
RCNN0221;Tesco;Wrocław;ul. Długa 37/47;50-065;Dolnośląskie;05.04.2019;00:00 - 23:59
RCNN0224;Tesco;Warszawa;al. KEN 14;02-797;Mazowieckie;04.03.2019;00:00 - 23:59
RCNN0227;E.Leclerc;Zamość;ul. Wyszyńskiego 13;22-400;Lubelskie;30.10.2018;09:00 - 21:00
RCNN0234;Tesco;Łódź;ul. Pojezierska 93;91-341;Łódzkie;17.10.2018;00:00 - 23:59
RCNN0235;Tesco;Łódź;ul. Widzewska 22;92-308;Łódzkie;22.10.2018;00:00 - 23:59
RCNN0246;Auchan;Szczecin;ul. Struga 36;70-784;Zachodniopomorskie;16.11.2018;08:00 - 22:00
RCNN0249;Targowisko Świt;Tczew;ul. Żwirki 44;83-110;Pomorskie;09.11.2018;08:00 - 18:00
RCNN0251;Poczta Polska;Warszawa;ul. Kazimierzowska 53/55;02-514;Mazowieckie;14.03.2019;00:00 - 23:59
RCNN0253;Atrium Mosty;Płock;ul. Tysiąclecia 2;09-400;Mazowieckie;24.10.2018;09:00 - 21:00
RCNN0254;CH 3 Stawy;Katowice;ul. Pułaskiego 60;40-028;Śląskie;16.10.2018;08:00 - 22:00
RCNN0262;Poczta Polska;Warszawa;pl. Szembeka 1;04-141;Mazowieckie;15.10.2018;00:00 - 23:59
RCNN0264;DH Astra;Wrocław;ul. Horbaczewskiego 4;54-130;Dolnośląskie;05.04.2019;09:00 - 20:00
RCNN0265;Galeria Metro;Warszawa;al. KEN 93;02-586;Mazowieckie;06.03.2019;10:00 - 20:00
RCNN0266;Plac Unii;Warszawa;ul. Puławska 2;02-566;Mazowieckie;04.03.2019;10:00 - 21:00
RCNN0268;E.Leclerc;Lublin;ul. Turystyczna 1;20-001;Lubelskie;26.10.2018;08:30 - 21:30
RCNN0269;CH Załęże;Katowice;ul. Bocheńskiego 69;40-847;Śląskie;18.10.2018;08:00 - 20:00
RCNN0272;Galeria Zabrze;Zabrze;ul. Wolności 275;41-800;Śląskie;09.10.2018;09:00 - 23:00
RCNN0273;Galeria Wyszków;Wyszków;ul. Sowińskiego 62;07-200;Mazowieckie;26.10.2018;06:30 - 21:00
RCNN0276;Pasaż Handlowy;Warszawa;al. Wilanowska 361;02-665;Mazowieckie;07.03.2019;00:00 - 23:59
RCNN0277;Galeria Katowicka;Katowice;ul. 3 Maja 30;40-097;Śląskie;15.10.2018;09:00 - 21:00
RCNN0278;CH Panorama;Warszawa;ul. Witosa 31;00-710;Mazowieckie;12.03.2019;11:00 - 20:00
RCNN0280;Galeria Mokotów;Warszawa;ul. Wołoska 12;02-675;Mazowieckie;11.03.2019;10:00 - 22:00
RCNN0284;CH Borek;Wrocław;al. Hallera 52;53-324;Dolnośląskie;14.11.2018;08:00 - 22:00
RCNN0286;Galeria Dekada;Skierniewice;ul. Reymonta 8a;96-100;Łódzkie;19.10.2018;09:00 - 20:00
RCNN0287;Revia Park;Zamość;ul. Lubelska 40;22-400;Lubelskie;30.10.2018;09:00 - 21:00
RCNN0288;Kupiec Gorzowski;Gorzów Wielkopolski;ul. Witosa 50;66-400;Lubuskie;09.11.2018;10:00 - 20:00
RCNN0292;E.Leclerc;Łódź;ul. Inflancka 45;91-852;Łódzkie;24.10.2018;09:00 - 21:00
RCNN0297;Galeria Mazovia;Płock;ul. Wyszogrodzka 127;09-410;Mazowieckie;26.10.2018;09:00 - 21:00
RCNN0302;Galeria Krakowska (Tunel Magda);Kraków;ul. Pawia 5;31-154;Małopolskie;12.10.2018;09:00 - 22:00
RCNN0310;Helios;Szczecin;ul. Rydla 52;70-783;Zachodniopomorskie;16.11.2018;08:00 - 21:00
RCNN0314;Tesco;Krasnystaw;ul. Zakręcie 2j;22-300;Lubelskie;30.10.2018;06:00 - 23:59
RCNN0318;Focus Mall;Rybnik;ul. Chrobrego 1;44-200;Śląskie;22.10.2018;09:00 - 21:00
RCNN0320;Atrium Świętochłowice;Świętochłowice;ul. Chorzowska 19;41-605;Śląskie;18.10.2018;09:00 - 21:00
RCNN0327;E.Leclerc;Wrocław;ul. Zakładowa 2-4;50-231;Dolnośląskie;04.04.2019;08:00 - 21:00
RCNN0333;Tesco;Lublin;ul. Orkana 4;20-001;Lubelskie;24.10.2018;00:00 - 23:59
RCNN0342;Tesco;Trzebnica;ul. Siostry Hilgi Brzoski 4;55-100;Dolnośląskie;02.04.2019;07:00 - 22:00
RCNN0343;Galeria Handlowa Kopernik;Kwidzyn;ul. Kopernika 25A;82-500;Pomorskie;19.11.2018;07:00 - 21:00
RCNN0350;CH Batory;Giżycko;ul. Warszawska 2;11-500;Warmińsko-Mazurskie;14.11.2018;09:00 - 20:00
RCNN0352;Auchan;Kraków;ul. Stawowa 61;31-313;Małopolskie;11.10.2018;08:00 - 22:00
RCNN0353;Hala Targowa Tęcza PSS Społem;Wrocław;ul. Bajana 1;54-129;Dolnośląskie;08.04.2019;09:00 - 20:00
RCNN0354;CH BELG;Katowice;ul. Przemysłowa 3;40-020;Śląskie;18.10.2018;09:00 - 20:00
RCNN0356;Awiteks;Kraków;ul. Długa 42;31-146;Małopolskie;20.09.2018;00:00 - 23:59
RCNN0358;Galeria Karuzela;Wodzisław Śląski;ul. Targowa 19;44-300;Śląskie;11.10.2018;09:00 - 21:00
RCNN0360;Galeria Wisła;Płock;ul. Wyszogrodzka 144;09-410;Mazowieckie;24.10.2018;10:00 - 20:00
RCNN0362;Color Park;Lublin;ul. Wolska 11;20-374;Lubelskie;29.10.2018;08:00 - 18:00
RCNN0375;CH Ferio;Legnica;ul. Chojnowska 41;59-200;Dolnośląskie;08.11.2018;09:00 - 21:00
RCNN0378;E.Leclerc;Elbląg;ul. Żeromskiego 2;82-300;Warmińsko-Mazurskie;23.10.2018;08:00 - 21:00
RCNN0379;E.Leclerc;Elbląg;ul. Żeromskiego 2;82-300;Warmińsko-Mazurskie;23.10.2018;08:00 - 21:00
RCNN0380;E.Leclerc;Malbork;ul. Sikorskiego 2;82-200;Pomorskie;07.11.2018;08:00 - 21:00
RCNN0384;Tesco;Świdnica Śląska;ul. Strzegomska 2;58-100;Dolnośląskie;08.11.2018;06:00 - 23:59
RCNN0385;Tesco;Szczawno Zdrój;ul. Łączyńskiego 44;58-310;Dolnośląskie;08.11.2018;06:00 - 23:59
RCNN0387;Tesco;Olsztyn;ul. Hanki Sawickiej 1;10-247;Warmińsko-Mazurskie;13.11.2018;00:00 - 23:59
RCNN0395;CH MARINO;Wrocław;ul. Paprotna 7;51-117;Dolnośląskie;04.04.2019;00:00 - 23:59
RCNN0398;Atrium Felicity;Lublin;al. Wincentego Witosa 32;20-331;Lubelskie;19.10.2018;07:00 - 21:00
RCNN0399;Tesco;Skierniewice;ul. Czesława Liska 1;96-100;Łódzkie;19.10.2018;06:00 - 23:59
RCNN0402;CH Graf;Chełm;ul. Lwowska 81;22-100;Lubelskie;23.10.2018;08:00 - 22:00
RCNN0409;Tesco;Wrocław;ul. Długa 37/47;50-065;Dolnośląskie;05.04.2019;00:00 - 23:59
RCNN0417;Pasaż Bonifacego;Warszawa;ul. Św. Bonifacego 70;02-936;Mazowieckie;05.03.2019;07:00 - 21:30
RCNN0423;CH Plaza;Lublin;ul. Lipowa 13;20-020;Lubelskie;24.10.2018;09:00 - 21:00
RCNN0426;CH Krokus;Kraków;ul. gen. Bora-Komorowskiego 37;31-876;Małopolskie;18.10.2018;09:00 - 21:00
RCNN0429;CH Panorama;Gorzów Wielkopolski;ul. Górczyńska 23;66-400;Lubuskie;07.11.2018;07:00 - 22:00
RCNN0432;CH M1;Łódź;ul. Brzezińska 27/29;92-103;Łódzkie;24.10.2018;08:00 - 22:00
RCNN0436;CH Gaj;Wrocław;ul. Świeradowska 70;50-559;Dolnośląskie;19.11.2018;07:00 - 20:00
RCNN0441;CH Manufaktura;Łódź;ul. Drewnowska 58;91-002;Łódzkie;23.10.2018;10:00 - 22:00
RCNN0444;Tesco;Gorzów Wielkopolski;ul. Słowiańska 70;66-400;Lubuskie;05.11.2018;00:00 - 23:59
RCNN0457;Auchan;Kraków;ul. Stawowa 61;31-313;Małopolskie;11.10.2018;08:00 - 22:00
RCNN0468;Sklep Spożywczy;Kraków;ul. Floriańska 51;31-021;Małopolskie;12.10.2018;00:00 - 23:59
RCNN0476;CH M1;Kraków;al. Pokoju 67;31-564;Małopolskie;10.10.2018;09:00 - 21:00
RCNN0485;Hala Targowa Psie Pole;Wrocław;ul. Poleska 52;51-354;Dolnośląskie;03.04.2019;09:00 - 19:00
RCNN0491;NoVa Park;Gorzów Wielkopolski;ul. Przemysłowa 2;66-400;Lubuskie;06.11.2018;09:00 - 21:00
RCNN0493;Galeria Błonie;Błonie;ul. Powstańców 18b;05-870;Mazowieckie;09.10.2018;10:00 - 19:00
RCNN0494;Galeria Ursus;Warszawa;ul. Wojciechowskiego 37;02-498;Mazowieckie;29.10.2018;09:00 - 20:00
RCNN0495;Atrium Promenada;Warszawa;ul. Ostrobramska 75c;04-175;Mazowieckie;11.10.2018;06:00 - 23:00
RCNN0508;Galeria Warmińska;Olsztyn;ul. Tuwima 26;10-748;Warmińsko-Mazurskie;13.11.2018;10:00 - 21:00
RCNN0510;Galeria Jeziorak;Iława;ul. Królowej Jadwigi 6;14-200;Warmińsko-Mazurskie;13.11.2018;09:00 - 21:00
RCNN0514;CH M1;Czeladź;ul. Będzińska 80;41-250;Śląskie;11.10.2018;09:00 - 21:00
RCNN0522;CH Skorosze;Warszawa;ul. Sławoja-Składkowskiego 4;02-497;Mazowieckie;08.03.2019;10:00 - 21:00
RCNN0535;Galeria Jastrzębie;Jastrzębie Zdrój;ul. Warszawska 2;44-335;Śląskie;16.10.2018;09:00 - 21:00
RCNN0541;Park Handlowy;Hrubieszów;ul. Kolejowa 8;22-500;Lubelskie;19.09.2019;00:00 - 23:59
RCNN0544;CH Silesia;Katowice;ul. Chorzowska 107;40-101;Śląskie;17.10.2018;09:00 - 21:00
RCNN0545;CH Zana;Lublin;ul. T. Zana 19;20-601;Lubelskie;25.10.2018;09:00 - 22:00
RCNN0551;Netto;Nowy Dwór Gdański;ul. Morska 19;82-100;Pomorskie;25.10.2018;07:00 - 21:00
RCNN0553;Auchan;Warszawa;al. Rzeczypospolitej 17;02-972;Mazowieckie;12.03.2019;00:00 - 23:59
RCNN0554;Pasaż Grunwaldzki;Wrocław;pl. Grunwaldzki 22;50-363;Dolnośląskie;03.04.2019;09:00 - 21:00
RCNN0559;Tesco;Łódź;ul. Pojezierska 93;91-341;Łódzkie;17.10.2018;00:00 - 23:59
RCNN0570;DH Feniks PSS Społem;Wrocław;ul. Rynek 31/32;50-121;Dolnośląskie;04.04.2019;06:30 - 21:00
RCNN0581;Galeria Mokotów;Warszawa;ul. Wołoska 12;02-675;Mazowieckie;11.03.2019;10:00 - 22:00
RCNN0593;Centrum Handlowe KASZEBE;Kartuzy;ul. Dworcowa 16;83-300;Pomorskie;13.11.2018;09:00 - 18:00
RCNN0601;Auchan;Wałbrzych;ul. Wieniawskiego 19;58-306;Dolnośląskie;09.11.2018;08:30 - 22:00
RCNN0610;Outlet Center;Lublin;ul. Mełgiewska 16D;20-234;Lubelskie;24.10.2018;09:00 - 21:00
RCNN0614;Leroy Merlin;Łódź;ul. Karskiego 5;91-071;Łódzkie;10.12.2018;07:00 - 21:00
RCNN0626;Biedronka;Warszawa;al. KEN 85;02-777;Mazowieckie;05.03.2019;07:00 - 21:00
RCNN0634;Elzam Market;Elbląg;ul. Grunwaldzka 2;82-300;Warmińsko-Mazurskie;23.10.2018;10:00 - 18:00
RCNN0662;CH Manufaktura;Łódź;ul. Drewnowska 58;91-002;Łódzkie;23.10.2018;10:00 - 22:00
RCNN0672;Outlet Park;Szczecin;ul. Andrzeja Struga 42;70-784;Zachodniopomorskie;15.11.2018;10:00 - 21:00
RCNN0677;Tesco;Warszawa;ul. Kwiatkowskiego 1;03-982;Mazowieckie;12.10.2018;06:00 - 23:59
RCNN0678;Galeria Aminis;Mińsk Mazowiecki;ul. Konstytucji 3 Maja 8;05-300;Mazowieckie;23.10.2018;09:00 - 19:00
RCNN0681;Hala Strzegomska;Wrocław;ul. Strzegomska 206;54-432;Dolnośląskie;05.04.2019;00:00 - 23:59
RCNN0690;Salon Fabryczny Okien ADRO;Warszawa;ul. Szolc-Rogozińskiego 1;02-777;Mazowieckie;10.10.2018;00:00 - 23:59
RCNN0706;Bi1;Legnica;ul. Fabryczna 3;59-220;Dolnośląskie;09.11.2018;07:30 - 22:00
RCNN0726;Galeria Stokrotka;Mława;ul. Żwirki 6;06-500;Mazowieckie;15.11.2018;00:00 - 23:59
RCNN0727;Galeria Rynek;Tomaszów Lubelski;ul. Traugutta 5;22-600;Lubelskie;06.11.2018;09:00 - 20:00
RCNN0736;Lokal Usługowy;Warszawa;ul. Trakt Brzeski 56 b;05-077;Mazowieckie;17.10.2018;00:00 - 23:59
RCNN0743;Bazar;Wałbrzych;ul. Hetmańska 82;58-316;Dolnośląskie;19.11.2018;07:00 - 19:00
RCNN0753;Biedronka;Kraków;ul. Sołtysowska 23D;31-589;Małopolskie;19.10.2018;00:00 - 23:59
RCNN0754;Delikatesy K&M;Wesoła k. Warszawy;ul. Wspólna 24;05-075;Mazowieckie;16.10.2018;09:00 - 21:00
RCNN0786;Tesco;Warszawa;al. KEN 14;02-797;Mazowieckie;04.03.2019;00:00 - 23:59
RCNN0794;Galeria Gwarna;Legnica;ul. Złotoryjska 30;59-200;Dolnośląskie;19.11.2018;09:30 - 21:00
RCNN0799;Apteka Cefarm;Otwock;ul. Jana Matejki 9;05-400;Mazowieckie;18.10.2018;00:00 - 23:59
RCNN0802;Sklep Max&Xavier;Żukowo k. Kartuz;ul. Gdyńska 51;83-330;Pomorskie;13.11.2018;06:30 - 21:00
RCNN0804;Auchan;Warszawa;ul. Meksykańska 8;03-948;Mazowieckie;16.10.2018;07:00 - 22:00
RCNN0806;Galeria Karuzela;Wodzisław Śląski;ul. Targowa 19;44-300;Śląskie;11.10.2018;09:00 - 21:00
RCNN0815;Selgros Cash & Carry;Szczecin;ul. Walecznych 66;70-774;Zachodniopomorskie;15.11.2018;05:00 - 21:00
RCNN0819;CH Krokus;Kraków;ul. gen. Bora-Komorowskiego 37;31-876;Małopolskie;18.10.2018;09:00 - 21:00
RCNN0827;Delikatesy Centrum;Słupsk;ul. Konarskiego 8a;76-200;Pomorskie;06.11.2018;00:00 - 23:59
RCNN0835;CH Renoma;Wrocław;ul. Świdnicka 40;50-024;Dolnośląskie;04.04.2019;09:00 - 21:00
RCNN0839;Kaufland;Mińsk Mazowiecki;ul. Konstantego Rudzkiego 13;05-300;Mazowieckie;22.10.2018;00:00 - 23:59
RCNN0843;Kaufland;Biłgoraj;ul. Jana Pawła II 49;23-400;Lubelskie;05.11.2018;00:00 - 23:59
RCNN0846;Kaufland;Chełm;Al. 3 Maja 20;22-100;Lubelskie;23.10.2018;00:00 - 23:59
RCNN0848;Kaufland;Gorzów Wielkopolski;ul. Matejki 90;66-400;Lubuskie;05.11.2018;07:00 - 22:00
RCNN0849;Kaufland;Mrągowo;ul. Wolności 4c;11-700;Warmińsko-Mazurskie;15.11.2018;00:00 - 23:59
RCNN0851;Kaufland;Ruda Śląska;ul. 1 Maja 385;41-710;Śląskie;29.10.2018;00:00 - 23:59
RCNN0852;Kaufland;Gostynin;ul. Wojska Polskiego 15;09-500;Mazowieckie;16.10.2018;00:00 - 23:59
RCNN0855;Kaufland;Ząbkowice Śląskie;ul. Legnicka 25;57-200;Dolnośląskie;02.04.2019;08:00 - 20:00
